,district_id,Indice_de_pauvretmultidimensionnelle2014,Intensit_de_privation_des_pauvres2014,Taux_de_pauvretglobale2014 ,Taux_de_pauvretmultidimensionnelle2014,circle_id,x_coord,y_coord,overlap_wrt_circle,overlap_wrt_district
57,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,62,-7.503758468945628,33.58178814285714,0.012444684758832791,0.0017497996912298345
58,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,85,-7.562811218945606,33.61679871428571,0.33063556437684377,0.04648940649505581
59,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,87,-7.5234427189456206,33.61679871428571,0.30934732116549035,0.043496147756893484
60,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,84,-7.582495468945599,33.61679871428571,3.2637144122059196e-05,4.588984439068996e-06
61,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,86,-7.5431269689456135,33.61679871428571,0.7086166220334952,0.09963588234362267
62,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,73,-7.552109999999952,33.59929342857142,1.0,0.14060618851657847
63,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,74,-7.532425749999959,33.59929342857142,0.9986914004157529,0.14042219131674313
64,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,59,-7.562811218945606,33.58178814285714,0.4945336476150996,0.06953449128435989
65,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,60,-7.5431269689456135,33.58178814285714,0.8637486741851091,0.12144840891341617
66,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,58,-7.582495468945599,33.58178814285714,0.01142828200762269,0.001606887174384418
67,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,75,-7.512741499999966,33.59929342857142,0.17716346055282586,0.024910278932740046
68,184,0.302391768,35.87693787,1.8090979999999999,0.8428583740000001,72,-7.571794249999944,33.59929342857142,0.9785554995666533,0.1375909590460035
69,185,0.342899621,35.53739929,2.531479,0.9648978709999999,44,-7.61116274999993,33.564282857142864,0.15367589653758534,0.26963771367377676
70,185,0.342899621,35.53739929,2.531479,0.9648978709999999,46,-7.571794249999944,33.564282857142864,0.0006889155161797698,0.0012087621343511807
71,185,0.342899621,35.53739929,2.531479,0.9648978709999999,45,-7.591478499999937,33.564282857142864,0.4001826091040804,0.7021551603210605
72,188,0.36008232799999995,33.33333588,1.4521190000000002,1.080246925,57,-7.6021797189455915,33.58178814285714,0.03244605754402638,0.19825575576088963
73,188,0.36008232799999995,33.33333588,1.4521190000000002,1.080246925,45,-7.591478499999937,33.564282857142864,0.0012311862737397414,0.007522940648536363
74,188,0.36008232799999995,33.33333588,1.4521190000000002,1.080246925,44,-7.61116274999993,33.564282857142864,0.08426904775869304,0.514910747722756
75,189,0.409663945,36.54304123,2.653285,1.121044993,44,-7.61116274999993,33.564282857142864,0.33936884025499375,0.5291524658206851
76,189,0.409663945,36.54304123,2.653285,1.121044993,57,-7.6021797189455915,33.58178814285714,0.2782933061859375,0.4339219507572714
77,189,0.409663945,36.54304123,2.653285,1.121044993,45,-7.591478499999937,33.564282857142864,0.0013733298536756807,0.002141330588605663
78,190,0.439200401,35.72454071,2.825601,1.229408026,33,-7.562811218945606,33.546777571428585,0.08703699834691603,0.04571465813556525
79,190,0.439200401,35.72454071,2.825601,1.229408026,34,-7.5431269689456135,33.546777571428585,0.6468303964130945,0.3397363305873301
80,190,0.439200401,35.72454071,2.825601,1.229408026,48,-7.532425749999959,33.564282857142864,0.20251271802673307,0.10636625628788422
81,190,0.439200401,35.72454071,2.825601,1.229408026,46,-7.571794249999944,33.564282857142864,0.1504959287520561,0.0790453492694283
82,190,0.439200401,35.72454071,2.825601,1.229408026,35,-7.5234427189456206,33.546777571428585,0.014315476775646147,0.007518953310382353
83,190,0.439200401,35.72454071,2.825601,1.229408026,47,-7.552109999999952,33.564282857142864,0.5675627351895736,0.2981023806250902
84,192,0.32419157,35.5891304,2.915119,0.910928547,20,-7.571794249999944,33.5292722857143,0.661585760853537,0.9573019389778734
85,192,0.32419157,35.5891304,2.915119,0.910928547,19,-7.591478499999937,33.5292722857143,0.02380932176551955,0.03445163309209407
86,192,0.32419157,35.5891304,2.915119,0.910928547,21,-7.552109999999952,33.5292722857143,0.004950976733352973,0.007163968614678809
87,193,0.365001321,36.46844482,1.605413,1.000868917,44,-7.61116274999993,33.564282857142864,0.005755777843260504,0.002180438019084338
88,193,0.365001321,36.46844482,1.605413,1.000868917,57,-7.6021797189455915,33.58178814285714,0.40149208727823565,0.15209562205185526
89,193,0.365001321,36.46844482,1.605413,1.000868917,70,-7.61116274999993,33.59929342857142,0.8690836570334898,0.32923144345807726
90,193,0.365001321,36.46844482,1.605413,1.000868917,69,-7.630846999999922,33.59929342857142,0.12094537068693931,0.045817245150772457
91,193,0.365001321,36.46844482,1.605413,1.000868917,55,-7.641548218945577,33.58178814285714,0.05951188971682205,0.022544648257759394
92,193,0.365001321,36.46844482,1.605413,1.000868917,71,-7.591478499999937,33.59929342857142,0.050400980282006014,0.019093199320520077
93,193,0.365001321,36.46844482,1.605413,1.000868917,83,-7.6021797189455915,33.61679871428571,0.018998893332853484,0.0071972738475283024
94,193,0.365001321,36.46844482,1.605413,1.000868917,56,-7.621863968945584,33.58178814285714,0.8332456464498101,0.3156550749926926
95,194,0.321890354,35.40739059,2.090641,0.909104943,47,-7.552109999999952,33.564282857142864,0.16855230051406034,0.05081024827371078
96,194,0.321890354,35.40739059,2.090641,0.909104943,48,-7.532425749999959,33.564282857142864,0.7970867082453048,0.24028253199807473
97,194,0.321890354,35.40739059,2.090641,0.909104943,62,-7.503758468945628,33.58178814285714,0.6927364126375268,0.20882603801314673
98,194,0.321890354,35.40739059,2.090641,0.909104943,76,-7.493057249999974,33.59929342857142,0.11139251418030699,0.03357937734502834
99,194,0.321890354,35.40739059,2.090641,0.909104943,61,-7.5234427189456206,33.58178814285714,0.5029433912969075,0.15161275462559592
100,194,0.321890354,35.40739059,2.090641,0.909104943,60,-7.5431269689456135,33.58178814285714,0.025568857624570156,0.007707755990379964
101,194,0.321890354,35.40739059,2.090641,0.909104943,49,-7.512741499999966,33.564282857142864,0.7042745539646981,0.21230422148298214
102,195,0.498484671,35.542930600000005,3.6089019999999996,1.402486205,21,-7.552109999999952,33.5292722857143,0.39271612269187256,0.17400073915361788
103,195,0.498484671,35.542930600000005,3.6089019999999996,1.402486205,46,-7.571794249999944,33.564282857142864,0.18374229883549006,0.08141070346695464
104,195,0.498484671,35.542930600000005,3.6089019999999996,1.402486205,34,-7.5431269689456135,33.546777571428585,0.08899444035156241,0.039430768198646424
105,195,0.498484671,35.542930600000005,3.6089019999999996,1.402486205,20,-7.571794249999944,33.5292722857143,0.10950993785829452,0.048520570027527306
106,195,0.498484671,35.542930600000005,3.6089019999999996,1.402486205,32,-7.582495468945599,33.546777571428585,0.3261088470465213,0.1444890524017265
107,195,0.498484671,35.542930600000005,3.6089019999999996,1.402486205,33,-7.562811218945606,33.546777571428585,0.9129630016530872,0.4045065326543326
108,198,0.30378454899999996,35.4640274,2.186563,0.856599212,88,-7.503758468945628,33.61679871428571,1.0,0.22116741773400544
109,198,0.30378454899999996,35.4640274,2.186563,0.856599212,89,-7.4840742189456355,33.61679871428571,0.5041427768939905,0.1114999561348947
110,198,0.30378454899999996,35.4640274,2.186563,0.856599212,76,-7.493057249999974,33.59929342857142,0.7095415414340277,0.15692747049396974
111,198,0.30378454899999996,35.4640274,2.186563,0.856599212,101,-7.512741499999966,33.634303999999986,0.2772686883158337,0.061322799813307745
112,198,0.30378454899999996,35.4640274,2.186563,0.856599212,87,-7.5234427189456206,33.61679871428571,0.6358548514149458,0.1406303755410833
113,198,0.30378454899999996,35.4640274,2.186563,0.856599212,74,-7.532425749999959,33.59929342857142,0.0013085995842443904,0.00028941959089512495
114,198,0.30378454899999996,35.4640274,2.186563,0.856599212,75,-7.512741499999966,33.59929342857142,0.8228365394471774,0.18198463264671733
115,198,0.30378454899999996,35.4640274,2.186563,0.856599212,62,-7.503758468945628,33.58178814285714,0.07662924130557494,0.016947891422469996
116,198,0.30378454899999996,35.4640274,2.186563,0.856599212,77,-7.473372999999981,33.59929342857142,0.00857331857901065,0.0018961387315307584
