,code,zips,fb_keys,Users,Males,Females,High school grad,College grad,Away from hometown,Away from family,Recently moved,Single,Married,Civil union,Engaged,iOS,Android,Frequent international travelers,Frequent Travelers,Returned from travels 1 week ago,Technology early adopters,2G,3G,4G,WiFi,Expats,Gambling,Casino,Catholic Church,Buddhism,Atheism,Cooking,Restaurants,Fast food,LGBT community,Homosexuality,Same-sex marriage,Fitness and wellness,Older devices,Mac,iPhone X,Huawei,VIVO,Oppo,iPhone 8,iPhone 8 Plus,Galaxy S8,Galaxy S8+,Galaxy S9,Galaxy S9+,smartphone e tablet,tablet,Cherry Mobile,Samsung Android,Windows,income
141,1156,30274,US:30274,11000.0,0.4818181818181818,0.5393939393939393,0.19090909090909092,0.28787878787878785,0.16363636363636364,0.15454545454545454,,0.22424242424242422,0.1787878787878788,,,0.26666666666666666,0.38484848484848483,0.11515151515151516,0.5575757575757575,,0.10909090909090909,,,0.37878787878787884,0.38787878787878793,0.1787878787878788,0.18181818181818182,0.1,0.1,,,0.4212121212121212,0.37575757575757573,0.26666666666666666,0.15454545454545454,,,0.6,0.16666666666666666,,,,,,,,,,,,0.6848484848484848,0.37575757575757573,,0.21818181818181817,,40681.0
142,1157,30276,US:30276,9100.0,0.42857142857142855,0.5604395604395604,0.22344322344322343,0.3516483516483517,0.16483516483516483,0.16483516483516483,,0.13186813186813187,0.4725274725274725,,,0.315018315018315,0.21245421245421245,,0.5274725274725275,,,,,0.6043956043956044,0.4358974358974359,,0.1978021978021978,,,,,0.5714285714285714,0.5164835164835165,0.31135531135531136,,,,0.7216117216117216,0.16483516483516483,,,,,,,,,,,,0.6007326007326008,0.33333333333333337,,0.1501831501831502,,76885.0
143,1158,30277,US:30277,8333.333333333334,0.436,0.5519999999999999,0.216,0.36799999999999994,0.16799999999999998,0.16799999999999998,,,0.484,,,0.312,0.19599999999999998,,0.504,,,,,0.576,0.432,,0.19199999999999998,,0.13199999999999998,,,0.5199999999999999,0.45599999999999996,0.296,,,,0.6719999999999999,0.22799999999999998,,,,,,,,,,,,0.5559999999999999,0.31999999999999995,,0.148,,83807.0
144,1159,30281,US:30281,36333.333333333336,0.4495412844036697,0.5412844036697247,0.218348623853211,0.2926605504587156,0.1458715596330275,0.14220183486238533,,0.16605504587155961,0.2862385321100917,,,0.2779816513761468,0.3275229357798165,0.1073394495412844,0.5504587155963302,,0.05412844036697247,,,0.30642201834862387,0.4128440366972477,0.08165137614678898,0.1440366972477064,0.06972477064220184,0.09082568807339449,0.03577981651376146,,0.5137614678899083,0.4311926605504587,0.28990825688073396,0.10458715596330274,0.030275229357798163,0.06605504587155962,0.6605504587155963,0.1568807339449541,,,,,,,0.03302752293577981,,,,,0.6422018348623852,0.38073394495412843,,0.19449541284403668,0.06605504587155962,54913.0
145,1160,30284,US:30284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56563.0
146,1161,30285,US:30285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32083.0
147,1162,30288,US:30288,1150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51639.0
148,1163,30289,US:30289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22250.0
149,1164,30290,US:30290,3033.3333333333335,0.42857142857142855,0.5494505494505495,,0.3791208791208791,,,,,0.4175824175824176,,,,,,0.5274725274725275,,,,,0.5934065934065934,0.49450549450549447,,,,,,,0.49450549450549447,0.42857142857142855,0.3626373626373626,,,,0.6263736263736264,,,,,,,,,,,,,0.5604395604395604,0.3626373626373626,,,,87500.0
150,1165,30291,US:30291,4200.0,0.4523809523809524,0.5238095238095238,,0.38095238095238093,,,,0.2857142857142857,,,,0.2857142857142857,0.35714285714285715,,0.5396825396825397,,,,,0.6904761904761905,0.373015873015873,,0.30952380952380953,,,,,0.4444444444444445,0.38095238095238093,0.42857142857142855,,,,0.5873015873015872,,,,,,,,,,,,,0.626984126984127,0.3412698412698413,,0.2857142857142857,,36147.0
