,upz_id,x_coord,y_coord,zat_id,upz_name,local_name,local_id,population,median_income,circle_id,lat,lon,overlap_wrt_circle,overlap_wrt_upz
187,44,-74.132107,4.627542,421,AMERICAS,KENNEDY,8,11738,3,11,4.6301,-74.1544,0.03952773445010679,0.033168071418344595
188,44,-74.132107,4.627542,421,AMERICAS,KENNEDY,8,11738,3,31,4.6301,-74.1367,0.5266677502963782,0.44193156523095295
189,45,-74.144446,4.613912,520,CARVAJAL,KENNEDY,8,17830,3,29,4.5981000000000005,-74.1367,0.4540596241424658,0.3273645592063793
190,45,-74.144446,4.613912,520,CARVAJAL,KENNEDY,8,17830,3,9,4.5981000000000005,-74.1544,0.13709823617184458,0.09884407524040517
191,45,-74.144446,4.613912,520,CARVAJAL,KENNEDY,8,17830,3,30,4.6141,-74.1277,0.11644665342888162,0.08395484941608275
192,45,-74.144446,4.613912,520,CARVAJAL,KENNEDY,8,17830,3,10,4.6141,-74.1454,0.5846833943272725,0.4215407217074691
193,46,-74.134981,4.647871,391,CASTILLA,KENNEDY,8,10823,3,32,4.6461,-74.1277,0.18215553456626432,0.11447528880588007
194,46,-74.134981,4.647871,391,CASTILLA,KENNEDY,8,10823,3,12,4.6461,-74.1454,0.7236408529707132,0.45477067623998396
195,46,-74.134981,4.647871,391,CASTILLA,KENNEDY,8,10823,3,31,4.6301,-74.1367,0.2103167608912785,0.13217315631432525
196,46,-74.134981,4.647871,391,CASTILLA,KENNEDY,8,10823,3,33,4.6621,-74.1367,0.07257478134768698,0.04560947914419688
197,46,-74.134981,4.647871,391,CASTILLA,KENNEDY,8,10823,3,192,4.6461,-74.163,0.0007628538493278246,0.000479414006971674
198,46,-74.134981,4.647871,391,CASTILLA,KENNEDY,8,10823,3,11,4.6301,-74.1544,0.2061286277759888,0.12954113226371455
199,47,-74.153481,4.627983,417,KENNEDY CENTRAL,KENNEDY,8,13166,3,190,4.6141,-74.163,0.38746451161008666,0.35828879119232293
200,47,-74.153481,4.627983,417,KENNEDY CENTRAL,KENNEDY,8,13166,3,10,4.6141,-74.1454,0.16292502869477485,0.1506569242779286
201,47,-74.153481,4.627983,417,KENNEDY CENTRAL,KENNEDY,8,13166,3,178,4.6141,-74.1807,0.02324078068293237,0.021490771329357942
202,47,-74.153481,4.627983,417,KENNEDY CENTRAL,KENNEDY,8,13166,3,11,4.6301,-74.1544,0.42171541777111227,0.38996063570443357
203,48,-74.175802,4.605402,545,TIMIZA,KENNEDY,8,3133,2,189,4.5981000000000005,-74.172,0.1284633074043569,0.09703078349051165
204,48,-74.175802,4.605402,545,TIMIZA,KENNEDY,8,3133,2,190,4.6141,-74.163,0.5447398150726309,0.4114523603895718
205,48,-74.175802,4.605402,545,TIMIZA,KENNEDY,8,3133,2,178,4.6141,-74.1807,0.13178122787572372,0.09953687203362051
206,48,-74.175802,4.605402,545,TIMIZA,KENNEDY,8,3133,2,10,4.6141,-74.1454,0.1798603968947831,0.13585198436999993
207,48,-74.175802,4.605402,545,TIMIZA,KENNEDY,8,3133,2,9,4.5981000000000005,-74.1544,0.20555453564604445,0.15525925687857192
208,49,-74.165314,4.600122,543,APOGEO,BOSA,7,13389,2,9,4.5981000000000005,-74.1544,0.25190048113840374,0.34319316259702676
209,49,-74.165314,4.600122,543,APOGEO,BOSA,7,13389,2,189,4.5981000000000005,-74.172,0.423408685033115,0.5768586269897743
210,49,-74.165314,4.600122,543,APOGEO,BOSA,7,13389,2,190,4.6141,-74.163,0.012867243553136802,0.017530534236974843
211,50,-74.080721,4.537312,698,LA GLORIA,SAN CRISTOBAL,4,0,0,86,4.5341000000000005,-74.0838,0.30679542642219926,0.28876970964119525
212,50,-74.080721,4.537312,698,LA GLORIA,SAN CRISTOBAL,4,0,0,67,4.5661000000000005,-74.1014,0.04480882265221041,0.042176087360689334
213,50,-74.080721,4.537312,698,LA GLORIA,SAN CRISTOBAL,4,0,0,87,4.5501000000000005,-74.0748,0.1351912997241134,0.12724815627995686
214,50,-74.080721,4.537312,698,LA GLORIA,SAN CRISTOBAL,4,0,0,45,4.5501000000000005,-74.1101,2.048286800899181e-05,1.9279400337069376e-05
215,50,-74.080721,4.537312,698,LA GLORIA,SAN CRISTOBAL,4,0,0,66,4.5501000000000005,-74.0924,0.48281487897137365,0.45444716708111915
216,51,-74.090152,4.521229,694,LOS LIBERTADORES,SAN CRISTOBAL,4,4321,1,64,4.5181000000000004,-74.0924,0.24584745422948148,0.11657098435010829
217,51,-74.090152,4.521229,694,LOS LIBERTADORES,SAN CRISTOBAL,4,4321,1,24,4.5341000000000005,-74.1367,0.30596957459136676,0.14507847804682442
218,51,-74.090152,4.521229,694,LOS LIBERTADORES,SAN CRISTOBAL,4,4321,1,23,4.5181000000000004,-74.1277,0.06570270728849002,0.03115358378263761
219,51,-74.090152,4.521229,694,LOS LIBERTADORES,SAN CRISTOBAL,4,4321,1,86,4.5341000000000005,-74.0838,0.508359039937759,0.24104343026267652
220,51,-74.090152,4.521229,694,LOS LIBERTADORES,SAN CRISTOBAL,4,4321,1,25,4.5501000000000005,-74.1277,0.33477540878606094,0.15873704716898876
221,51,-74.090152,4.521229,694,LOS LIBERTADORES,SAN CRISTOBAL,4,4321,1,65,4.5341000000000005,-74.1014,0.1804281570574266,0.0855517822569259
222,51,-74.090152,4.521229,694,LOS LIBERTADORES,SAN CRISTOBAL,4,4321,1,44,4.5341000000000005,-74.1191,0.17717873658205915,0.0840110376331178
223,51,-74.090152,4.521229,694,LOS LIBERTADORES,SAN CRISTOBAL,4,4321,1,6,4.5501000000000005,-74.1454,0.0017297870353993033,0.000820195507269043
224,51,-74.090152,4.521229,694,LOS LIBERTADORES,SAN CRISTOBAL,4,4321,1,66,4.5501000000000005,-74.0924,0.055952411572174454,0.026530385332534434
225,52,-74.0923,4.518212,700,LA FLORA,USME,5,2693,1,63,4.5021,-74.1014,0.07726619252313187,0.29607078946880777
226,52,-74.0923,4.518212,700,LA FLORA,USME,5,2693,1,64,4.5181000000000004,-74.0924,0.08219803384831033,0.3149687590334829
227,52,-74.0923,4.518212,700,LA FLORA,USME,5,2693,1,24,4.5341000000000005,-74.1367,0.07942862811912983,0.30435687155950863
228,52,-74.0923,4.518212,700,LA FLORA,USME,5,2693,1,62,4.4861,-74.0924,0.008603023294063001,0.032965308828039205
229,53,-74.112039,4.569417,637,MARCO FIDEL SUAREZ,RAFAEL URIBE URIBE,18,5747,2,66,4.5501000000000005,-74.0924,0.04443488846294662,0.06583736161178008
230,53,-74.112039,4.569417,637,MARCO FIDEL SUAREZ,RAFAEL URIBE URIBE,18,5747,2,87,4.5501000000000005,-74.0748,0.06544234244635816,0.096963249226014
231,53,-74.112039,4.569417,637,MARCO FIDEL SUAREZ,RAFAEL URIBE URIBE,18,5747,2,46,4.5661000000000005,-74.1191,0.36240697462007987,0.5369636306973005
232,53,-74.112039,4.569417,637,MARCO FIDEL SUAREZ,RAFAEL URIBE URIBE,18,5747,2,28,4.5821000000000005,-74.1277,0.001209485044522799,0.0017920446521811069
233,53,-74.112039,4.569417,637,MARCO FIDEL SUAREZ,RAFAEL URIBE URIBE,18,5747,2,67,4.5661000000000005,-74.1014,0.050970180451884686,0.07552043715889382
234,53,-74.112039,4.569417,637,MARCO FIDEL SUAREZ,RAFAEL URIBE URIBE,18,5747,2,47,4.5821000000000005,-74.1101,0.09439753044876172,0.13986497012581942
235,54,-74.123144,4.566566,979,MARRUECOS,RAFAEL URIBE URIBE,18,6250,2,46,4.5661000000000005,-74.1191,0.5243249598496421,0.4266432735246515
236,54,-74.123144,4.566566,979,MARRUECOS,RAFAEL URIBE URIBE,18,6250,2,67,4.5661000000000005,-74.1014,0.0721628340234454,0.058718905434919
237,54,-74.123144,4.566566,979,MARRUECOS,RAFAEL URIBE URIBE,18,6250,2,45,4.5501000000000005,-74.1101,0.4330988432708812,0.3524125731222422
238,54,-74.123144,4.566566,979,MARRUECOS,RAFAEL URIBE URIBE,18,6250,2,25,4.5501000000000005,-74.1277,0.08043300369498896,0.06544834334358438
239,55,-74.100663,4.524064,685,DIANA TURBAY,RAFAEL URIBE URIBE,18,0,0,64,4.5181000000000004,-74.0924,0.3370801300524958,0.17047775581577562
240,55,-74.100663,4.524064,685,DIANA TURBAY,RAFAEL URIBE URIBE,18,0,0,43,4.5181000000000004,-74.1101,0.2427877749428751,0.12278954266844803
241,55,-74.100663,4.524064,685,DIANA TURBAY,RAFAEL URIBE URIBE,18,0,0,67,4.5661000000000005,-74.1014,0.026997718340524456,0.013654054405764691
242,55,-74.100663,4.524064,685,DIANA TURBAY,RAFAEL URIBE URIBE,18,0,0,44,4.5341000000000005,-74.1191,0.03183679022423805,0.0161014075465097
243,55,-74.100663,4.524064,685,DIANA TURBAY,RAFAEL URIBE URIBE,18,0,0,63,4.5021,-74.1014,0.02224690659412419,0.01125133869332145
244,55,-74.100663,4.524064,685,DIANA TURBAY,RAFAEL URIBE URIBE,18,0,0,65,4.5341000000000005,-74.1014,0.5681225633364777,0.2873271100578521
245,55,-74.100663,4.524064,685,DIANA TURBAY,RAFAEL URIBE URIBE,18,0,0,45,4.5501000000000005,-74.1101,0.5244502448121674,0.26523990233031075
246,55,-74.100663,4.524064,685,DIANA TURBAY,RAFAEL URIBE URIBE,18,0,0,25,4.5501000000000005,-74.1277,0.007156362281356017,0.0036193191848485373
247,56,-74.109345,4.53349,702,DANUBIO,USME,5,13146,1,44,4.5341000000000005,-74.1191,0.5477759779536314,0.7108901671990813
248,56,-74.109345,4.53349,702,DANUBIO,USME,5,13146,1,65,4.5341000000000005,-74.1014,0.1858067674781954,0.2411354446260078
249,56,-74.109345,4.53349,702,DANUBIO,USME,5,13146,1,25,4.5501000000000005,-74.1277,3.1942407249214515e-05,4.145406907941739e-05
250,57,-74.110034,4.522832,734,GRAN YOMASA,USME,5,12204,1,65,4.5341000000000005,-74.1014,0.02284931475994997,0.015477921243652522
251,57,-74.110034,4.522832,734,GRAN YOMASA,USME,5,12204,1,23,4.5181000000000004,-74.1277,0.1252678401422783,0.08485531336296769
252,57,-74.110034,4.522832,734,GRAN YOMASA,USME,5,12204,1,63,4.5021,-74.1014,0.29419572272635264,0.1992855485784332
253,57,-74.110034,4.522832,734,GRAN YOMASA,USME,5,12204,1,43,4.5181000000000004,-74.1101,0.7025876482739656,0.47592658252528214
254,57,-74.110034,4.522832,734,GRAN YOMASA,USME,5,12204,1,42,4.5021,-74.1191,0.05168982040361071,0.03501422155153425
255,57,-74.110034,4.522832,734,GRAN YOMASA,USME,5,12204,1,44,4.5341000000000005,-74.1191,0.08906206473428123,0.06032984525953923
256,58,-74.11723,4.494038,756,COMUNEROS,USME,5,3260,1,22,4.5021,-74.1367,0.0007993657644714059,0.000558193050260813
257,58,-74.11723,4.494038,756,COMUNEROS,USME,5,3260,1,21,4.4861,-74.1277,0.023286744113561946,0.01626101505108572
258,58,-74.11723,4.494038,756,COMUNEROS,USME,5,3260,1,41,4.4861,-74.1101,0.19420200062498622,0.13561026993355932
259,58,-74.11723,4.494038,756,COMUNEROS,USME,5,3260,1,23,4.5181000000000004,-74.1277,0.23750864945201558,0.16585108268755372
260,58,-74.11723,4.494038,756,COMUNEROS,USME,5,3260,1,42,4.5021,-74.1191,0.7465267072263418,0.5212958051604656
261,58,-74.11723,4.494038,756,COMUNEROS,USME,5,3260,1,63,4.5021,-74.1014,0.12939237779603838,0.09035403973077427
262,59,-74.106603,4.491339,760,ALFONSO LOPEZ,USME,5,0,0,41,4.4861,-74.1101,0.19778289151178707,0.3194958611144597
263,59,-74.106603,4.491339,760,ALFONSO LOPEZ,USME,5,0,0,63,4.5021,-74.1014,0.2655199802002562,0.4289174562508581
264,59,-74.106603,4.491339,760,ALFONSO LOPEZ,USME,5,0,0,62,4.4861,-74.0924,0.1185656914331792,0.19152944622016177
265,60,-74.09298,4.496155,746,PARQUE ENTRENUBES,RAFAEL URIBE URIBE,18,0,0,62,4.4861,-74.0924,0.16249585863433205,0.31927439009001973
266,60,-74.09298,4.496155,746,PARQUE ENTRENUBES,RAFAEL URIBE URIBE,18,0,0,63,4.5021,-74.1014,0.1611008305478746,0.31653341721104666
267,60,-74.09298,4.496155,746,PARQUE ENTRENUBES,RAFAEL URIBE URIBE,18,0,0,84,4.5021,-74.0838,0.1175083177587877,0.23088217015651696
268,61,-74.1144,4.474798,763,CIUDAD USME,USME,5,18366,2,62,4.4861,-74.0924,0.09211225309069469,0.039379842891948354
269,61,-74.1144,4.474798,763,CIUDAD USME,USME,5,18366,2,61,4.4701,-74.1014,0.4292691102368406,0.18352118803183376
270,61,-74.1144,4.474798,763,CIUDAD USME,USME,5,18366,2,41,4.4861,-74.1101,0.608015107863222,0.2599387010977753
271,61,-74.1144,4.474798,763,CIUDAD USME,USME,5,18366,2,39,4.4541,-74.1101,0.006525171457472467,0.0027896421834919796
272,61,-74.1144,4.474798,763,CIUDAD USME,USME,5,18366,2,40,4.4701,-74.1191,0.777875257908878,0.3325573354049242
273,61,-74.1144,4.474798,763,CIUDAD USME,USME,5,18366,2,20,4.4701,-74.1367,0.08487024556983258,0.03628373885774285
274,61,-74.1144,4.474798,763,CIUDAD USME,USME,5,18366,2,21,4.4861,-74.1277,0.09887492620449118,0.042271021815654564
275,62,-74.139393,4.565526,659,TUNJUELITO,TUNJUELITO,6,0,0,64,4.5181000000000004,-74.0924,0.0008838444655469205,0.0006093099020506624
276,62,-74.139393,4.565526,659,TUNJUELITO,TUNJUELITO,6,0,0,63,4.5021,-74.1014,0.020994554587623306,0.014473349665052515
277,62,-74.139393,4.565526,659,TUNJUELITO,TUNJUELITO,6,0,0,26,4.5661000000000005,-74.1367,0.4337100967541868,0.2989936203403742
278,62,-74.139393,4.565526,659,TUNJUELITO,TUNJUELITO,6,0,0,25,4.5501000000000005,-74.1277,0.5532662177834985,0.38141392304470767
279,62,-74.139393,4.565526,659,TUNJUELITO,TUNJUELITO,6,0,0,84,4.5021,-74.0838,0.14968470542993,0.10319052362629877
280,62,-74.139393,4.565526,659,TUNJUELITO,TUNJUELITO,6,0,0,46,4.5661000000000005,-74.1191,0.08632807965255805,0.05951335988145024
281,62,-74.139393,4.565526,659,TUNJUELITO,TUNJUELITO,6,0,0,44,4.5341000000000005,-74.1191,0.09310609963364526,0.06418603120741492
282,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,186,4.5501000000000005,-74.163,0.4545920763751033,0.03288607726598169
283,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,7,4.5661000000000005,-74.1544,0.031368277629111194,0.0022692423722768876
284,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,175,4.5501000000000005,-74.1807,0.15501580772265738,0.011214145813684198
285,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,42,4.5021,-74.1191,0.05060061910613457,0.003660547458063847
286,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,5,4.5341000000000005,-74.1544,0.4360746950146407,0.03154649378920912
287,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,1,4.4701,-74.1544,0.9714940471237814,0.07027977379612695
288,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,23,4.5181000000000004,-74.1277,0.1913035834659835,0.0138392742726346
289,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,20,4.4701,-74.1367,0.664536078741055,0.04807383579092164
290,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,182,4.4701,-74.172,0.5849912373763857,0.042319406853030817
291,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,183,4.4861,-74.163,1.0,0.07234195001420567
292,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,2,4.4861,-74.1454,0.8683730999289866,0.06281980338874357
293,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,0,4.4541,-74.1454,0.03409479111722192,0.0024664836747468515
294,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,21,4.4861,-74.1277,0.7628400539932846,0.05518533705481614
295,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,3,4.5021,-74.1544,0.9793034969289132,0.07084472462356825
296,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,4,4.5181000000000004,-74.1454,1.0,0.07234195001420567
297,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,22,4.5021,-74.1367,0.19810454963202978,0.014331269427067021
298,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,184,4.5181000000000004,-74.163,1.0,0.07234195001420567
299,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,185,4.5341000000000005,-74.172,0.819888676581022,0.05931234565843753
300,64,-74.158799,4.50126,797,MONTE BLANCO,CIUDAD BOLIVAR,19,158402,1,24,4.5341000000000005,-74.1367,0.22789824449695165,0.016486603411723696
301,65,-74.15451,4.584072,620,ARBORIZADORA,CIUDAD BOLIVAR,19,0,0,9,4.5981000000000005,-74.1544,0.39839948711410167,0.3409814923338541
302,65,-74.15451,4.584072,620,ARBORIZADORA,CIUDAD BOLIVAR,19,0,0,188,4.5821000000000005,-74.163,0.20772584057810325,0.1777880479458047
303,65,-74.15451,4.584072,620,ARBORIZADORA,CIUDAD BOLIVAR,19,0,0,26,4.5661000000000005,-74.1367,0.07360182207351566,0.06299420541656077
304,65,-74.15451,4.584072,620,ARBORIZADORA,CIUDAD BOLIVAR,19,0,0,7,4.5661000000000005,-74.1544,0.07050914112509195,0.06034724677526117
305,65,-74.15451,4.584072,620,ARBORIZADORA,CIUDAD BOLIVAR,19,0,0,8,4.5821000000000005,-74.1454,0.2480011171616037,0.2122587848764161
306,66,-74.154491,4.562176,671,SAN FRANCISCO,CIUDAD BOLIVAR,19,0,0,26,4.5661000000000005,-74.1367,0.12253947937760037,0.2205912492105792
307,66,-74.154491,4.562176,671,SAN FRANCISCO,CIUDAD BOLIVAR,19,0,0,6,4.5501000000000005,-74.1454,0.012885101485995053,0.02319530527987787
308,66,-74.154491,4.562176,671,SAN FRANCISCO,CIUDAD BOLIVAR,19,0,0,7,4.5661000000000005,-74.1544,0.371882727637896,0.6694501712113239
309,67,-74.155039,4.555936,713,LUCERO,CIUDAD BOLIVAR,19,0,0,186,4.5501000000000005,-74.163,0.3977693937233627,0.24326208345325834
310,67,-74.155039,4.555936,713,LUCERO,CIUDAD BOLIVAR,19,0,0,5,4.5341000000000005,-74.1544,0.05212771897557575,0.03187952045522027
311,67,-74.155039,4.555936,713,LUCERO,CIUDAD BOLIVAR,19,0,0,6,4.5501000000000005,-74.1454,0.9071746149059222,0.5547968002570842
312,67,-74.155039,4.555936,713,LUCERO,CIUDAD BOLIVAR,19,0,0,7,4.5661000000000005,-74.1544,0.036201264394716506,0.02213944848261904
313,67,-74.155039,4.555936,713,LUCERO,CIUDAD BOLIVAR,19,0,0,25,4.5501000000000005,-74.1277,0.024342609676922474,0.01488710303039539
314,67,-74.155039,4.555936,713,LUCERO,CIUDAD BOLIVAR,19,0,0,26,4.5661000000000005,-74.1367,0.0882688117996068,0.053982170074275214
315,68,-74.134071,4.502243,738,EL TESORO,CIUDAD BOLIVAR,19,0,0,42,4.5021,-74.1191,0.09416386801761693,0.03601781352555918
316,68,-74.134071,4.502243,738,EL TESORO,CIUDAD BOLIVAR,19,0,0,5,4.5341000000000005,-74.1544,0.359338968160316,0.13744766671271091
317,68,-74.134071,4.502243,738,EL TESORO,CIUDAD BOLIVAR,19,0,0,3,4.5021,-74.1544,0.020696503071089226,0.007916441878812701
318,68,-74.134071,4.502243,738,EL TESORO,CIUDAD BOLIVAR,19,0,0,2,4.4861,-74.1454,0.13162690007101907,0.050347476601305396
319,68,-74.134071,4.502243,738,EL TESORO,CIUDAD BOLIVAR,19,0,0,22,4.5021,-74.1367,0.8010960846034958,0.3064203924365777
320,68,-74.134071,4.502243,738,EL TESORO,CIUDAD BOLIVAR,19,0,0,24,4.5341000000000005,-74.1367,0.38670355279254814,0.14791465927830647
321,68,-74.134071,4.502243,738,EL TESORO,CIUDAD BOLIVAR,19,0,0,6,4.5501000000000005,-74.1454,0.06794483473879832,0.02598899598292975
322,68,-74.134071,4.502243,738,EL TESORO,CIUDAD BOLIVAR,19,0,0,21,4.4861,-74.1277,0.11499827568867116,0.04398700411011671
323,68,-74.134071,4.502243,738,EL TESORO,CIUDAD BOLIVAR,19,0,0,23,4.5181000000000004,-74.1277,0.3175851043947764,0.1214767544005972
324,69,-74.172795,4.573577,666,ISMAEL PERDOMO,CIUDAD BOLIVAR,19,5707,1,187,4.5661000000000005,-74.172,0.10813318862741535,0.06055290717470702
325,69,-74.172795,4.573577,666,ISMAEL PERDOMO,CIUDAD BOLIVAR,19,5707,1,176,4.5821000000000005,-74.1807,0.42932207866417177,0.24041370006185905
326,69,-74.172795,4.573577,666,ISMAEL PERDOMO,CIUDAD BOLIVAR,19,5707,1,9,4.5981000000000005,-74.1544,0.006789157323918931,0.003801822719260099
327,69,-74.172795,4.573577,666,ISMAEL PERDOMO,CIUDAD BOLIVAR,19,5707,1,177,4.5981000000000005,-74.1897,0.030648247603689227,0.01716254293219939
328,69,-74.172795,4.573577,666,ISMAEL PERDOMO,CIUDAD BOLIVAR,19,5707,1,188,4.5821000000000005,-74.163,0.6436302571317981,0.3604229534858409
329,69,-74.172795,4.573577,666,ISMAEL PERDOMO,CIUDAD BOLIVAR,19,5707,1,189,4.5981000000000005,-74.172,0.3580463459524584,0.20050039609398387
330,70,-74.169872,4.561028,668,JERUSALEM,CIUDAD BOLIVAR,19,0,0,187,4.5661000000000005,-74.172,0.7694379374520226,0.44915437967800614
331,70,-74.169872,4.561028,668,JERUSALEM,CIUDAD BOLIVAR,19,0,0,188,4.5821000000000005,-74.163,0.1476621205848562,0.086196800216087
332,70,-74.169872,4.561028,668,JERUSALEM,CIUDAD BOLIVAR,19,0,0,175,4.5501000000000005,-74.1807,0.06562713984559906,0.038309415032229024
333,70,-74.169872,4.561028,668,JERUSALEM,CIUDAD BOLIVAR,19,0,0,186,4.5501000000000005,-74.163,0.08867051870977746,0.051760837214113176
334,70,-74.169872,4.561028,668,JERUSALEM,CIUDAD BOLIVAR,19,0,0,7,4.5661000000000005,-74.1544,0.48967945219977727,0.28584718778253776
335,71,-74.11547,4.749951,37,TIBABUYES,SUBA,11,15188,2,57,4.742,-74.1101,0.7342619713355089,0.3565701008019816
336,71,-74.11547,4.749951,37,TIBABUYES,SUBA,11,15188,2,77,4.726,-74.1014,0.09612936535228989,0.04668205467777696
337,71,-74.11547,4.749951,37,TIBABUYES,SUBA,11,15188,2,79,4.758,-74.1014,0.17277816638564522,0.08390401601822918
338,71,-74.11547,4.749951,37,TIBABUYES,SUBA,11,15188,2,56,4.726,-74.1191,0.0060304835426324204,0.002928505368145498
339,71,-74.11547,4.749951,37,TIBABUYES,SUBA,11,15188,2,38,4.742,-74.1277,0.40362887290427296,0.1960090451590391
340,71,-74.11547,4.749951,37,TIBABUYES,SUBA,11,15188,2,58,4.758,-74.1191,0.48264121131583476,0.2343787804467972
341,72,-74.117121,4.727345,119,BOLIVIA,ENGATIVA,10,62578,3,55,4.7101,-74.1101,0.3043464834681826,0.1947201429822341
342,72,-74.117121,4.727345,119,BOLIVIA,ENGATIVA,10,62578,3,57,4.742,-74.1101,0.008194998966847765,0.005243140490337489
343,72,-74.117121,4.727345,119,BOLIVIA,ENGATIVA,10,62578,3,77,4.726,-74.1014,0.16716707319450158,0.10695308854376136
344,72,-74.117121,4.727345,119,BOLIVIA,ENGATIVA,10,62578,3,38,4.742,-74.1277,0.16532550939794716,0.10577486048707521
345,72,-74.117121,4.727345,119,BOLIVIA,ENGATIVA,10,62578,3,56,4.726,-74.1191,0.7898606208465955,0.505350912140124
346,73,-74.140873,4.721587,193,GARCES NAVAS,ENGATIVA,10,54023,1,36,4.7101,-74.1277,0.60726934967298,0.23833587530243402
347,73,-74.140873,4.721587,193,GARCES NAVAS,ENGATIVA,10,54023,1,37,4.726,-74.1367,0.7217666168082412,0.2832727824542841
348,73,-74.140873,4.721587,193,GARCES NAVAS,ENGATIVA,10,54023,1,56,4.726,-74.1191,0.20359175961996562,0.07990395079138679
349,73,-74.140873,4.721587,193,GARCES NAVAS,ENGATIVA,10,54023,1,18,4.726,-74.1544,0.3096567046796153,0.12153141236722494
350,73,-74.140873,4.721587,193,GARCES NAVAS,ENGATIVA,10,54023,1,55,4.7101,-74.1101,0.28732829456799314,0.11276814912838214
351,73,-74.140873,4.721587,193,GARCES NAVAS,ENGATIVA,10,54023,1,54,4.6941,-74.1191,0.00985781153196233,0.003868909473698748
352,73,-74.140873,4.721587,193,GARCES NAVAS,ENGATIVA,10,54023,1,17,4.7101,-74.1454,0.1695924512304542,0.06656019331530921
353,74,-74.138575,4.715356,194,ENGATIVA,ENGATIVA,10,12179,2,17,4.7101,-74.1454,0.3181135149534406,0.39212521650946613
354,74,-74.138575,4.715356,194,ENGATIVA,ENGATIVA,10,12179,2,36,4.7101,-74.1277,0.33341600285542355,0.4109879529215824
355,74,-74.138575,4.715356,194,ENGATIVA,ENGATIVA,10,12179,2,37,4.726,-74.1367,0.048590632105787256,0.0598956386295073
356,74,-74.138575,4.715356,194,ENGATIVA,ENGATIVA,10,12179,2,35,4.6941,-74.1367,0.0170899251810217,0.021066035539922073
357,75,-74.144098,4.666963,397,FONTIBON,FONTIBON,9,5971,2,33,4.6621,-74.1367,0.15705955910968328,0.1016555878060224
358,75,-74.144098,4.666963,397,FONTIBON,FONTIBON,9,5971,2,16,4.6941,-74.1544,0.013223882313582172,0.008559055795681138
359,75,-74.144098,4.666963,397,FONTIBON,FONTIBON,9,5971,2,34,4.6781,-74.1277,0.13197914175074293,0.08542248118394824
360,75,-74.144098,4.666963,397,FONTIBON,FONTIBON,9,5971,2,15,4.6781,-74.1454,0.971309877430815,0.6286728238111898
361,75,-74.144098,4.666963,397,FONTIBON,FONTIBON,9,5971,2,193,4.6781,-74.163,0.0003281766940570975,0.0002124098331086847
362,75,-74.144098,4.666963,397,FONTIBON,FONTIBON,9,5971,2,13,4.6621,-74.1544,0.0434875015598927,0.028146949847216614
363,75,-74.144098,4.666963,397,FONTIBON,FONTIBON,9,5971,2,35,4.6941,-74.1367,0.01176667632583664,0.007615890463507514
364,76,-74.165609,4.701238,308,FONTIBON SAN PABLO,FONTIBON,9,0,0,193,4.6781,-74.163,0.00198284156851157,0.0015974260638487285
365,76,-74.165609,4.701238,308,FONTIBON SAN PABLO,FONTIBON,9,0,0,195,4.7101,-74.163,0.1387777217801814,0.11180275488153082
366,76,-74.165609,4.701238,308,FONTIBON SAN PABLO,FONTIBON,9,0,0,194,4.6941,-74.172,0.2897335650580019,0.2334165047502447
367,76,-74.165609,4.701238,308,FONTIBON SAN PABLO,FONTIBON,9,0,0,16,4.6941,-74.1544,0.6902533268545691,0.5560851015462006
368,77,-74.162119,4.679973,405,ZONA FRANCA,FONTIBON,9,20939,3,91,4.6141,-74.0748,0.0070944496293436415,0.004404753864920696
369,77,-74.162119,4.679973,405,ZONA FRANCA,FONTIBON,9,20939,3,194,4.6941,-74.172,0.14462203229983955,0.08979194849598779
370,77,-74.162119,4.679973,405,ZONA FRANCA,FONTIBON,9,20939,3,16,4.6941,-74.1544,0.00011299161155275705,7.015346696268958e-05
